index_counter,name,latitude,longitude,region,auth_area,elevation
3096,Cromarty,57.6808,-4.0333,Northern Scottish Highlands,Highland,7
3097,Dartmouth,50.352,-3.5776,South West,Devon,4
3098,Douglas (South Lanarkshire),55.5573,-3.8458,Western Scotland,South Lanarkshire,197
3099,Scarborough,54.2829,-0.3981,Yorkshire & Humber,North Yorkshire,38
3100,Stonehouse,51.7435,-2.2776,South West,Gloucestershire,39
3101,Bury St. Edmunds,52.244,0.7181,Eastern England,Suffolk,40
3102,Newbury,51.401,-1.3216,South East,West Berkshire,74
3103,Southwold,52.3252,1.682,Eastern England,Suffolk,12
3104,Spalding,52.7868,-0.1433,East Midlands,Lincolnshire,1
3105,Taunton,51.0149,-3.1056,South West,Somerset,16
3106,Merthyr Tydfil,51.7483,-3.3804,Wales,Merthyr Tydfil,175
3107,Newtown (Powys),52.5118,-3.3118,Wales,Powys,116
3108,Rothesay,55.8374,-5.0536,Western Scotland,Argyll and Bute,4
3109,Invergordon,57.6883,-4.1715,Northern Scottish Highlands,Highland,2
3110,Wolverhampton,52.5866,-2.1274,West Midlands,West Midlands Conurbation,156
3111,Aldershot,51.2491,-0.7529,South East,Hampshire,91
3112,Reigate,51.2376,-0.203,South East,Surrey,87
3113,Bakewell,53.2149,-1.6747,East Midlands,Derbyshire,125
3114,Bridgnorth,52.5341,-2.4231,West Midlands,Shropshire,53
3115,Bromsgrove,52.3352,-2.0605,West Midlands,Worcestershire,87
3116,Buckingham,51.9989,-0.9861,South East,Buckinghamshire,81
3117,Cirencester,51.7181,-1.9668,South West,Gloucestershire,112
3118,Dunblane,56.1839,-3.9661,Central Scotland,Stirling,61
3119,Farnham,51.2138,-0.7973,South East,Surrey,68
3120,Macclesfield,53.2584,-2.1178,North West,Cheshire East,144
3121,Thurso,58.5938,-3.5206,Northern Scottish Highlands,Highland,11
3122,Towcester,52.1347,-0.9882,East Midlands,Northamptonshire,87
3123,Uttoxeter,52.8978,-1.8643,West Midlands,Staffordshire,87
3124,Warwick,52.282,-1.5835,West Midlands,Warwickshire,63
3125,Winslow,51.9445,-0.8772,South East,Buckinghamshire,117
3126,Brough (Cumbria),54.5257,-2.3188,North West,Cumbria,180
3127,Eskdalemuir,55.2692,-3.1773,Scottish Border,Dumfries and Galloway,200
3128,Abergavenny,51.825,-3.0181,Wales,Monmouthshire,60
3129,Ansty,50.83,-2.33,South West,Dorset,150
3130,Launceston,50.6396,-4.3574,South West,Cornwall,71
3131,Sleaford,53,-0.408,East Midlands,Lincolnshire,18
3132,Louth,53.3657,-0.006,East Midlands,Lincolnshire,30
3133,Askrigg,54.3145,-2.08,Yorkshire & Humber,North Yorkshire,220
3134,Hadleigh Farm,51.547,0.6004,Eastern England,Essex,36
3135,Horseguards Parade,51.5047,-0.1283,South East,Greater London,3
3136,Langbank,55.9245,-4.5858,Western Scotland,Renfrewshire,10
3137,Exeter Airport,50.737,-3.405,South West,Devon,27
3138,Banagher  Caugh Hill,54.885,-6.966,Northern Ireland,County Londonderry,216
3139,Sulgrave Manor,52.1048,-1.1733,East Midlands,Northamptonshire,139
3140,Sutton In Ashfield,53.1266,-1.261,East Midlands,Nottinghamshire,156
3141,Sway,50.7839,-1.6055,South East,Hampshire,44
3142,Swillbrook,53.8023,-2.7836,North West,Lancashire,24
3143,Swiss Garden,52.0847,-0.3215,Eastern England,Central Bedfordshire,39
3144,Swordland,56.9608,-5.6416,Northern Scottish Highlands,Highland,34
3145,Syon House,51.4749,-0.3149,South East,Greater London,4
3146,Tannadice,56.7151,-2.8584,Central Scotland,Angus,85
3147,Tatton Park,53.332,-2.3793,North West,Cheshire East,55
3148,Telford Ski Centre,52.6408,-2.4428,West Midlands,Telford and Wrekin,97
3149,Tenterden,51.0688,0.6908,South East,Kent,60
3150,The Cairnwell,56.8779,-3.4209,Central Scotland,Perth and Kinross,933
3151,Burnden,53.565,-2.4153,North West,Greater Manchester,86
3152,Butleigh,51.0991,-2.6871,South West,Somerset,27
3153,Buttershaw,53.7673,-1.8074,Yorkshire & Humber,West Yorkshire,280
3154,Cadwell Park,53.3085,-0.058,East Midlands,Lincolnshire,103
3155,Caernarfon,53.1393,-4.2727,Wales,Gwynedd,10
3156,Calne,51.4389,-2.0025,South West,Wiltshire,71
3157,Cambridge Youth Hostel,52.1994,0.1358,Eastern England,Cambridgeshire,14
3158,Camusrory,57.0029,-5.53,Northern Scottish Highlands,Highland,4
3159,Millennium Stadium,51.4781,-3.1826,Wales,Cardiff,8
3160,Carlisle Snowsports Club,54.8978,-2.9445,North West,Cumbria,10
3161,Leeds United F.C.,53.7767,-1.5706,Yorkshire & Humber,West Yorkshire,40
3162,Leigh,53.4959,-2.5173,North West,Greater Manchester,23
3163,Leighton Buzzard,51.9193,-0.6591,Eastern England,Central Bedfordshire,91
3164,Lenton Abbey,52.9382,-1.2052,East Midlands,Nottingham,34
3165,Letterewe,57.6838,-5.4377,Northern Scottish Highlands,Highland,6
3166,Leven,56.1964,-2.9951,Central Scotland,Fife,9
3167,Lews Castle Gardens,58.2094,-6.4032,Northern Scottish Highlands,Na h-Eileanan Siar,39
3168,Leyburn,54.3094,-1.8253,Yorkshire & Humber,North Yorkshire,191
3169,Lightwater Valley Park,54.178,-1.5632,Yorkshire & Humber,North Yorkshire,61
3170,Lime Side,53.518,-2.126,North West,Greater Manchester,127
3171,Linstead Parva,52.3485,1.4269,Eastern England,Suffolk,31
3172,Lisburn,54.5114,-6.0494,Northern Ireland,County Antrim,40
3173,Lisnaskea,54.2518,-7.4413,Northern Ireland,County Fermanagh,63
3174,Litherland,53.47,-2.9936,North West,Merseyside,22
3175,Little Bolton,53.4879,-2.3189,North West,Greater Manchester,36
3176,Little Hulton,53.5317,-2.4227,North West,Greater Manchester,102
3177,Littleborough,53.6459,-2.0919,North West,Greater Manchester,144
3178,Llanddewi Ystradenni,52.3091,-3.3094,Wales,Powys,233
3179,Llanddona,53.3054,-4.1478,Wales,Isle of Anglesey,0
3180,The Hydroponicum Achiltibuie,58.0182,-5.345,Northern Scottish Highlands,Highland,17
3181,The London Golf Club,51.3491,0.2904,South East,Kent,129
3182,The Pines St. Margaret's At Cliffe,51.1445,1.3799,South East,Kent,54
3183,Thorne,53.6084,-0.9595,Yorkshire & Humber,South Yorkshire,4
3184,Thorpe Park,51.4054,-0.5122,South East,Surrey,13
3185,Threave Gardens,54.924,-3.9424,Scottish Border,Dumfries and Galloway,119
3186,Thruxton Motor Racing Circuit,51.2103,-1.5958,South East,Hampshire,91
3187,Thurmaston,52.6721,-1.0936,East Midlands,Leicestershire,59
3188,Tidworth,51.2393,-1.6611,South West,Wiltshire,110
3189,Tividale,52.5108,-2.0419,West Midlands,West Midlands Conurbation,163
3190,Tobermory Youth Hostel,56.6281,-6.0672,Western Scotland,Argyll and Bute,69
3191,Todmorden,53.7161,-2.0973,Yorkshire & Humber,West Yorkshire,137
3192,Tomatin Distillery,57.3425,-4.0067,Northern Scottish Highlands,Highland,301
3193,Tomintoul Youth Hostel,57.2513,-3.383,Eastern Scottish Highlands,Moray,328
3194,Tonypandy,51.6239,-3.4568,Wales,Rhondda Cynon Taff,139
3195,Carn Sgulain,57.125,-4.1747,Northern Scottish Highlands,Highland,920
3196,Carnoustie,56.5026,-2.7017,Central Scotland,Angus,9
3197,Carnwadric,55.8074,-4.3245,Western Scotland,East Renfrewshire,28
3198,Carrickfergus,54.7134,-5.8117,Northern Ireland,County Antrim,5
3199,Cartmel Racecourse,54.2024,-2.9587,North West,Cumbria,47
3200,Castle Douglas,54.9403,-3.9301,Scottish Border,Dumfries and Galloway,51
3201,Castle Drogo,50.6989,-3.8053,South West,Devon,254
3202,Castle Hedingham Youth Hostel,51.9941,0.6015,Eastern England,Essex,60
3203,Castle Howard,54.118,-0.9023,Yorkshire & Humber,North Yorkshire,73
3204,Castle Ward (Nt),54.3666,-5.5776,Northern Ireland,County Down,54
3205,Caterham,51.2798,-0.08,South East,Surrey,135
3206,Cavenham,52.2968,0.5843,Eastern England,Suffolk,25
3207,Chagford,50.6726,-3.8391,South West,Devon,190
3208,Llanedeyrn,51.5161,-3.1519,Wales,Cardiff,40
3209,Llanelli,51.6805,-4.159,Wales,Carmarthenshire,8
3210,Llangollen Youth Hostel,52.9616,-3.1394,Wales,Denbighshire,130
3211,Llangrannog Ski Centre,52.1661,-4.4488,Wales,Ceredigion,102
3212,Llantrisant,51.5403,-3.3729,Wales,Rhondda Cynon Taff,111
3213,Llanwddyn,52.7617,-3.4579,Wales,Powys,257
3214,Llwyn-Y-Celyn Youth Hostel,51.8905,-3.4913,Wales,Powys,309
3215,Llwynypia Youth Hostel,51.6332,-3.4568,Wales,Rhondda Cynon Taff,245
3216,Loch Alsh,57.2705,-5.6443,Northern Scottish Highlands,Highland,0
3217,Loch Buie,56.3313,-5.8914,Western Scotland,Argyll and Bute,0
3218,Loch Eishort,57.1575,-5.9693,Northern Scottish Highlands,Highland,0
3219,Loch Etive,56.447,-5.2172,Western Scotland,Argyll and Bute,0
3220,Loch Hourn,57.13,-5.6155,Northern Scottish Highlands,Highland,0
3221,Loch Na Keal,56.4627,-6.0601,Western Scotland,Argyll and Bute,0
3222,Loch Ness Youth Hostel,57.2365,-4.5574,Northern Scottish Highlands,Highland,20
3223,Loch Scavaig,57.16,-6.1447,Northern Scottish Highlands,Highland,0
3224,Loch Sween,55.9609,-5.6581,Western Scotland,Argyll and Bute,0
3225,Loch Tarbert,55.9587,-5.9748,Western Scotland,Argyll and Bute,0
3226,Lochgelly,56.1302,-3.3046,Central Scotland,Fife,136
3227,Loddiswell,50.324,-3.8013,South West,Devon,101
3228,Long Stratton,52.4871,1.239,Eastern England,Norfolk,44
3229,Totland Youth Hostel,50.6765,-1.5354,South East,Isle of Wight,37
3230,Trengwainton Garden,50.1262,-5.5733,South West,Cornwall,108
3231,Treyarnon Bay Youth Hostel,50.5269,-5.0203,South West,Cornwall,20
3232,Truleigh Youth Hostel,50.8816,-0.2678,South East,West Sussex,180
3233,Turnberry Hotel Golf Courses,55.3202,-4.8378,Western Scotland,South Ayrshire,6
3234,Tyseley,52.4477,-1.841,West Midlands,West Midlands Conurbation,120
3235,Ubberley,53.011,-2.1285,West Midlands,Stoke-on-Trent,157
3236,Undercliffe,53.8113,-1.7292,Yorkshire & Humber,West Yorkshire,210
3237,Upper Minety,51.6157,-1.9858,South West,Wiltshire,105
3238,Upton (Merseyside),53.3863,-3.0973,North West,Merseyside,28
3239,Uttoxeter Racecourse,52.8917,-1.8473,West Midlands,Staffordshire,78
3240,Ventnor Botanic Gardens,50.5874,-1.23,South East,Isle of Wight,14
3241,Charlecote Park,52.2067,-1.6213,West Midlands,Warwickshire,37
3242,Charleston,55.8329,-4.4196,Western Scotland,Renfrewshire,25
3243,Cheddar,51.2797,-2.7754,South West,Somerset,22
3244,Chesham (Greater Manchester),53.6062,-2.284,North West,Greater Manchester,120
3245,Cheshunt,51.6994,-0.0269,Eastern England,Hertfordshire,22
3246,Chorley,53.6533,-2.6312,North West,Lancashire,82
3247,Clarendon Park,52.6147,-1.1185,East Midlands,Leicester,80
3248,Clevedon,51.4417,-2.8549,South West,North Somerset,31
3249,Clevedon Court,51.4424,-2.8344,South West,North Somerset,84
3250,Longley,53.4162,-1.4686,Yorkshire & Humber,South Yorkshire,117
3251,Longridge,53.8317,-2.5974,North West,Lancashire,131
3252,Loseley House,51.2158,-0.6058,South East,Surrey,63
3253,Lost Gardens Of Heligan,50.2867,-4.8137,South West,Cornwall,93
3254,Lotherton Hall,53.8157,-1.3156,Yorkshire & Humber,West Yorkshire,58
3255,Loudon Castle Park,55.6286,-4.3794,Western Scotland,East Ayrshire,156
3256,Loughton,51.6555,0.0698,Eastern England,Essex,52
3257,Low Bradfield,53.4222,-1.6027,Yorkshire & Humber,South Yorkshire,158
3258,Low Mill,54.3462,-0.9634,Yorkshire & Humber,North Yorkshire,121
3259,Lowfield,53.3656,-1.4648,Yorkshire & Humber,South Yorkshire,68
3260,Ludlow Racecourse,52.3937,-2.7467,West Midlands,Shropshire,93
3261,Ludlow Youth Hostel,52.3629,-2.7087,West Midlands,Shropshire,86
3262,Lydd,50.9507,0.909,South East,Kent,3
3263,Lymm,53.3815,-2.4786,North West,Warrington,21
3264,Lyndhurst,50.8721,-1.5754,South East,Hampshire,50
3265,Mablethorpe,53.3406,0.2628,East Midlands,Lincolnshire,2
3266,Maesteg,51.6082,-3.6592,Wales,Bridgend,133
3267,Maghery Country Park,54.5133,-6.5773,Northern Ireland,County Armagh,12
3268,Maghull,53.5174,-2.9444,North West,Merseyside,19
3269,Malinbridge,53.3989,-1.5123,Yorkshire & Humber,South Yorkshire,84
3270,Mallory Park,52.5958,-1.3389,East Midlands,Leicestershire,105
3271,Maney,52.5565,-1.8229,West Midlands,West Midlands Conurbation,117
3272,Mannington Hall,52.8438,1.1814,Eastern England,Norfolk,31
3273,Mapperton Gardens,50.7926,-2.6966,South West,Dorset,115
3274,Walderton,50.8903,-0.8765,South East,West Sussex,40
3275,Walkley,53.3958,-1.4986,Yorkshire & Humber,South Yorkshire,138
3276,Warmsworth,53.4984,-1.1813,Yorkshire & Humber,South Yorkshire,41
3277,Waterloo (Poole),50.7448,-1.9851,South West,Poole,10
3278,Wellington,50.9781,-3.2232,South West,Somerset,73
3279,Wells Green,52.4488,-1.7894,West Midlands,West Midlands Conurbation,103
3280,Wells-Next-The-Sea,52.9543,0.8507,Eastern England,Norfolk,11
3281,West Derby,53.4308,-2.9086,North West,Merseyside,36
3282,Clynnog-Fawr,53.0203,-4.3638,Wales,Gwynedd,32
3283,Cobham,51.3284,-0.4078,South East,Surrey,23
3284,Colzium House,55.9828,-4.038,Western Scotland,North Lanarkshire,72
3285,Conisbrough,53.479,-1.2262,Yorkshire & Humber,South Yorkshire,39
3286,Connah's Quay,53.2191,-3.0573,Wales,Flintshire,8
3287,Craig Youth Hostel,57.6102,-5.7258,Northern Scottish Highlands,Highland,53
3288,Craigens,55.8221,-6.3167,Western Scotland,Argyll and Bute,9
3289,Craighouse,55.8337,-5.9527,Western Scotland,Argyll and Bute,20
3290,Craiglockhart,55.9216,-3.2344,Scottish Border,Edinburgh,89
3291,March,52.5514,0.0903,Eastern England,Cambridgeshire,5
3292,Marfleet,53.7509,-0.267,Yorkshire & Humber,Kingston upon Hull,2
3293,Market Rasen,53.3875,-0.3316,East Midlands,Lincolnshire,25
3294,Market Rasen Racecourse,53.3818,-0.3117,East Midlands,Lincolnshire,27
3295,Market Weighton,53.8626,-0.6589,Yorkshire & Humber,East Riding of Yorkshire,30
3296,Markethill,54.2954,-6.5201,Northern Ireland,County Armagh,92
3297,Markland Hill,53.5863,-2.4719,North West,Greater Manchester,176
3298,Marle Place Brenchley,51.1297,0.3983,South East,Kent,61
3299,Marloes Sands Youth Hostel,51.7247,-5.2156,Wales,Pembrokeshire,50
3300,Marsden (Tyne & Wear),54.9781,-1.388,North East,South Tyneside,40
3301,Marsden (West Yorkshire),53.5995,-1.9286,Yorkshire & Humber,West Yorkshire,198
3302,Marston Green,52.4662,-1.7431,West Midlands,West Midlands Conurbation,91
3303,Maryhill,55.8982,-4.3015,Western Scotland,Glasgow,42
3304,Masham,54.2232,-1.6542,Yorkshire & Humber,North Yorkshire,79
3305,Matlock,53.1369,-1.5503,East Midlands,Derbyshire,91
3306,Mavis Enderby,53.1778,0.0377,East Midlands,Lincolnshire,84
3307,Maypool Youth Hostel,50.382,-3.5807,South West,Devon,94
3308,Meall Chuaich,56.9616,-4.112,Northern Scottish Highlands,Highland,951
3309,Meall Greigh,56.5678,-4.1568,Central Scotland,Perth and Kinross,1001
3310,Meall Na Teanga,56.9895,-4.928,Northern Scottish Highlands,Highland,917
3311,Meall Nan Con,58.2351,-4.4075,Northern Scottish Highlands,Highland,961
3312,Megginch Castle,56.4035,-3.2388,Central Scotland,Perth and Kinross,15
3313,Melbourne,52.8235,-1.4272,East Midlands,Derbyshire,68
3314,Melbourne Hall,52.8185,-1.4167,East Midlands,Derbyshire,49
3315,Melford Hall,52.0831,0.7308,Eastern England,Suffolk,49
3316,Merton,51.4152,-0.1857,South East,Greater London,15
3317,Mexborough,53.4928,-1.2789,Yorkshire & Humber,South Yorkshire,32
3318,Mid Yell,60.6004,-1.0664,Orkney and Shetland,Shetland Islands,29
3319,Middleton (West Yorkshire),53.7477,-1.5239,Yorkshire & Humber,West Yorkshire,106
3320,Crarae Gardens,56.1279,-5.2429,Western Scotland,Argyll and Bute,35
3321,Craven Arms,52.4398,-2.8319,West Midlands,Shropshire,118
3322,Creag Meagaidh,56.9511,-4.5927,Northern Scottish Highlands,Highland,1130
3323,Crofts Of Benachielt,58.3299,-3.3905,Northern Scottish Highlands,Highland,152
3324,Crook,54.715,-1.742,North East,Durham,151
3325,Crookes,53.3857,-1.5067,Yorkshire & Humber,South Yorkshire,223
3326,Crookston,55.8436,-4.3625,Western Scotland,Glasgow,15
3327,Crowden-In-Longdendale,53.4932,-1.883,East Midlands,Derbyshire,286
3328,Crystal Palace F.C.,51.3971,-0.0848,South East,Greater London,50
3329,Crystal Palace National Sports Centre,51.4213,-0.0702,South East,Greater London,88
3330,Cullen,57.6918,-2.8204,Eastern Scottish Highlands,Moray,20
3331,Daisy Hill,53.8062,-1.8148,Yorkshire & Humber,West Yorkshire,215
3332,Daljarrock,55.1544,-4.8315,Western Scotland,South Ayrshire,46
3333,Dalkeith,55.8931,-3.0652,Scottish Border,Midlothian Council,55
3334,Middleton-In-Teesdale,54.6264,-2.0839,North East,Durham,241
3335,Milford Haven,51.7139,-5.0416,Wales,Pembrokeshire,10
3336,Milngavie,55.9433,-4.3157,Western Scotland,East Dunbartonshire,59
3337,Minehead Youth Hostel,51.1918,-3.474,South West,Somerset,100
3338,Minnigaff Youth Hostel,54.9647,-4.4696,Scottish Border,Dumfries and Galloway,50
3339,Mold,53.1669,-3.1406,Wales,Flintshire,113
3340,Montgomery,52.5625,-3.148,Wales,Powys,196
3341,Moor Head,53.8321,-1.7955,Yorkshire & Humber,West Yorkshire,120
3342,Morningside,55.9277,-3.2087,Scottish Border,Edinburgh,79
3343,Moses Gate,53.557,-2.4011,North West,Greater Manchester,84
3344,Moss Bank,53.4787,-2.7318,North West,Merseyside,75
3345,Mossley,53.5144,-2.0372,North West,Greater Manchester,139
3346,Moulton,54.4276,-1.6334,Yorkshire & Humber,North Yorkshire,69
3347,Mouth Of The Humber,53.6137,-0.0902,Yorkshire & Humber,East Riding of Yorkshire,0
3348,Moxley,52.5596,-2.0453,West Midlands,West Midlands Conurbation,129
3349,Muir Of Ord,57.5186,-4.4597,Northern Scottish Highlands,Highland,38
3350,Muirend,55.8101,-4.2763,Western Scotland,Glasgow,37
3351,Mullach An Rathain,57.5632,-5.4941,Northern Scottish Highlands,Highland,1023
3352,Mullach Clach A' Bhlair,57.0099,-3.8384,Northern Scottish Highlands,Highland,1019
3353,David Welch Winter Gardens,57.1349,-2.1025,Eastern Scottish Highlands,Aberdeen,19
3354,Deanburnhaugh,55.3961,-2.9515,Scottish Border,Scottish Borders,180
3355,Delamere,53.2349,-2.6683,North West,Cheshire West and Chester,73
3356,Derry Cairngorm,57.0652,-3.6221,Eastern Scottish Highlands,Aberdeenshire,1155
3357,Dewsbury,53.6896,-1.6282,Yorkshire & Humber,West Yorkshire,37
3358,Dimsdale,53.0317,-2.2258,West Midlands,Staffordshire,156
3359,Donington Park,52.8296,-1.379,East Midlands,Leicestershire,89
3360,Dorothy Clive Garden,52.9588,-2.3646,West Midlands,Staffordshire,149
3361,Down Royal Racecourse,54.4894,-6.1296,Northern Ireland,County Antrim,33
3362,Drayton Manor Park,52.6033,-1.7288,West Midlands,Staffordshire,80
3363,Mullach Fraoch-Choire,57.203,-5.1543,Northern Scottish Highlands,Highland,1102
3364,Mundesley,52.8799,1.4407,Eastern England,Norfolk,0
3365,Mytholm,53.7425,-2.0227,Yorkshire & Humber,West Yorkshire,105
3366,Na Gruagaichean,56.7446,-4.9376,Northern Scottish Highlands,Highland,1055
3367,National Wildflower Centre Liverpool,53.3946,-2.8683,North West,Merseyside,25
3368,Neath,51.6566,-3.8042,Wales,Neath Port Talbot,7
3369,Needles Pleasure Park,50.667,-1.5656,South East,Isle of Wight,50
3370,Nefyn,52.9354,-4.5189,Wales,Gwynedd,40
3371,Nelson,53.835,-2.2179,North West,Lancashire,140
3372,Neston,53.2903,-3.0677,North West,Cheshire West and Chester,24
3373,Nether Edge,53.3581,-1.4922,Yorkshire & Humber,South Yorkshire,121
3374,Nethy Bridge,57.2638,-3.6526,Northern Scottish Highlands,Highland,220
3375,New Inn,52.0072,-4.2251,Wales,Carmarthenshire,206
3376,New Invention,52.6066,-2.0369,West Midlands,West Midlands Conurbation,150
3377,New Luce,54.9433,-4.8493,Scottish Border,Dumfries and Galloway,47
3378,New Palace And Adventureland New Brighton,53.4398,-3.0539,North West,Merseyside,3
3379,New Quay,52.2152,-4.3579,Wales,Ceredigion,14
3380,New Romney,50.9846,0.9411,South East,Kent,5
3381,New Walton Pier,51.8452,1.2765,Eastern England,Essex,0
3382,Newbridge,51.6648,-3.1428,Wales,Caerphilly,109
3383,Newcastle,54.2163,-5.8901,Northern Ireland,County Down,5
3384,Newchurch,51.0442,0.9309,South East,Kent,2
3385,Newland,53.7681,-0.3524,Yorkshire & Humber,Kingston upon Hull,3
3386,Newmarket,52.2445,0.4096,Eastern England,Suffolk,29
3387,Newmarket Racecourse,52.2337,0.3672,Eastern England,Suffolk,30
3388,Newmilns Snow & Sport Complex,55.6121,-4.334,Western Scotland,East Ayrshire,117
3389,Newport (Isle Of Wight),50.7003,-1.2902,South East,Isle of Wight,1
3390,Windsor Youth Hostel,51.4864,-0.6297,South East,Windsor and Maidenhead,21
3391,Withernsea (Beach),53.7363,0.0349,Yorkshire & Humber,East Riding of Yorkshire,0
3392,Wivenhoe,51.8576,0.967,Eastern England,Essex,15
3393,Wombwell,53.5208,-1.3978,Yorkshire & Humber,South Yorkshire,60
3394,Woodchester Park (Nt),51.7063,-2.2536,South West,Gloucestershire,154
3395,Woodlands Leisure Park Dartmouth,50.3536,-3.6751,South West,Devon,189
3396,Woolacombe,51.1721,-4.2054,South West,Devon,16
3397,Worcester Racecourse,52.2005,-2.2293,West Midlands,Worcestershire,16
3398,Wortley,53.7904,-1.6044,Yorkshire & Humber,West Yorkshire,83
3399,Wragby,53.286,-0.2985,East Midlands,Lincolnshire,25
3400,Wreay,54.8316,-2.8787,North West,Cumbria,90
3401,Wycombe Summit Ski & Snowboarding Centre,51.6158,-0.7337,South East,Buckinghamshire,133
3402,Wye,51.1814,0.9396,South East,Kent,44
3403,Dundonald,54.5878,-5.7983,Northern Ireland,County Down,24
3404,East Dene,53.4361,-1.3301,Yorkshire & Humber,South Yorkshire,50
3405,East Denton,54.9854,-1.6979,North East,Newcastle upon Tyne,72
3406,East Midlands Airport,52.8304,-1.328,East Midlands,Leicestershire,90
3407,East Sussex National Golf Club,50.9396,0.0953,South East,East Sussex,15
